PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $650,115.00 ",2120.0,2070.0,2015.0,3.5,One Story,2.0,1.0,0.75,1.0,1.0,0.0,0.0,1033.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,192.0,0.0,,598020.0,2022-03-02,0.0,Land Sales,17.0,598020.0,13.301379477189556,7.659171367666058,1.9053876478318001,0.0,0.0,624800.7368772363
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $853,295.00 ",4144.0,0.0,2020.0,3.5,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2122.0,3.0,,,,,,,,,,,,,,,,,630000.0,2022-11-23,0.0,Residential,7.0,630000.0,13.353475098367715,8.329416783939319,10.64388961892247,0.0,0.0,646945.4223993348
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $853,295.00 ",4144.0,0.0,2020.0,3.5,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2122.0,3.0,,,,,,,,,,,,,,,,,630000.0,2022-11-23,0.0,Land Sales,7.0,630000.0,13.353475098367715,8.329416783939319,10.64388961892247,0.0,0.0,672520.1955564264
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $569,526.00 ",1570.0,1570.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,498.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,465.0,0.0,,675000.0,2025-01-08,0.0,Residential,9.0,675000.0,13.422467969854667,7.358830898342354,28.055190538764784,0.328515111695138,7.7858081471747695,671957.2404317845
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $569,526.00 ",1570.0,1570.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,498.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,465.0,0.0,,577000.0,2024-02-02,0.0,Residential,9.0,577000.0,13.265597545490236,7.358830898342354,24.967148488830485,0.0,0.0,614614.2380288831
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $569,526.00 ",1570.0,1570.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,498.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,465.0,0.0,,675000.0,2025-01-08,0.0,Land Sales,9.0,675000.0,13.422467969854667,7.358830898342354,28.055190538764784,0.328515111695138,7.7858081471747695,681614.2275774117
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $569,526.00 ",1570.0,1570.0,2019.0,3.5,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,498.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,465.0,0.0,,577000.0,2024-02-02,0.0,Land Sales,9.0,577000.0,13.265597545490236,7.358830898342354,24.967148488830485,0.0,0.0,638040.2215602449
Single Family Res,0.61,RESIDENTIAL,V," $138,829.00 "," $780,103.00 ",2833.0,1848.0,2020.372044,3.330568302,One Story,4.0,1.0,1.0,2.0,2.0,0.0,0.0,909.0,4.0,0.0,,0.0,,0.0,,0.0,,2.0,1012.0,0.0,,0.0,,0.0,,815000.0,2022-06-15,0.0,Residential,11.0,815000.0,13.610943392223,7.949091499830517,5.354796320630749,0.0,0.0,825683.2619902645
Single Family Res,0.61,RESIDENTIAL,V," $138,829.00 "," $780,103.00 ",2833.0,1848.0,2020.372044,3.330568302,One Story,4.0,1.0,1.0,2.0,2.0,0.0,0.0,909.0,4.0,0.0,,0.0,,0.0,,0.0,,2.0,1012.0,0.0,,0.0,,0.0,,815000.0,2022-06-15,0.0,Land Sales,11.0,815000.0,13.610943392223,7.949091499830517,5.354796320630749,0.0,0.0,858756.1562409452
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $506,531.00 ",1868.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1076.0,4.0,,,,,,,,,,,,,,,,,1000000.0,2023-10-20,0.0,Residential,11.0,1000000.0,13.815510557964274,7.532623618788788,21.517739816031536,0.0,0.0,1055839.1109699248
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $506,531.00 ",1868.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1076.0,4.0,,,,,,,,,,,,,,,,,670000.0,2024-07-29,0.0,Residential,11.0,670000.0,13.415032991367148,7.532623618788788,28.055190538764784,0.328515111695138,2.431011826544021,665605.3299893739
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $506,531.00 ",1868.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1076.0,4.0,,,,,,,,,,,,,,,,,750000.0,2024-10-29,0.0,Residential,11.0,750000.0,13.527828485512494,7.532623618788788,28.055190538764784,0.328515111695138,5.45335085413929,745948.5943678373
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $506,531.00 ",1868.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1076.0,4.0,,,,,,,,,,,,,,,,,1000000.0,2023-10-20,0.0,Land Sales,11.0,1000000.0,13.815510557964274,7.532623618788788,21.517739816031536,0.0,0.0,1096442.3801762965
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $506,531.00 ",1868.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1076.0,4.0,,,,,,,,,,,,,,,,,670000.0,2024-07-29,0.0,Land Sales,11.0,670000.0,13.415032991367148,7.532623618788788,28.055190538764784,0.328515111695138,2.431011826544021,679584.158912195
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $506,531.00 ",1868.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1076.0,4.0,,,,,,,,,,,,,,,,,750000.0,2024-10-29,0.0,Land Sales,11.0,750000.0,13.527828485512494,7.532623618788788,28.055190538764784,0.328515111695138,5.45335085413929,758819.2985504491
Single Family Res,0.6,RESIDENTIAL,V," $151,910.00 "," $645,687.00 ",2232.0,2192.0,2014.0,4.0,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,666.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,585363.0,2025-03-31,0.0,Residential,18.0,585363.0,13.27998744659603,7.710653323501202,28.055190538764784,0.328515111695138,10.4796320630749,583329.3378651263
Single Family Res,0.6,RESIDENTIAL,V," $151,910.00 "," $645,687.00 ",2232.0,2192.0,2014.0,4.0,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,666.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,438000.0,2023-03-01,0.0,Residential,18.0,438000.0,12.989974189358584,7.710653323501202,13.863337713534822,0.0,0.0,453497.6000608049
Single Family Res,0.6,RESIDENTIAL,V," $151,910.00 "," $645,687.00 ",2232.0,2192.0,2014.0,4.0,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,666.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,585363.0,2025-03-31,0.0,Land Sales,18.0,585363.0,13.27998744659603,7.710653323501202,28.055190538764784,0.328515111695138,10.4796320630749,589776.4483519451
Single Family Res,0.6,RESIDENTIAL,V," $151,910.00 "," $645,687.00 ",2232.0,2192.0,2014.0,4.0,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,666.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,438000.0,2023-03-01,0.0,Land Sales,18.0,438000.0,12.989974189358584,7.710653323501202,13.863337713534822,0.0,0.0,471280.5970273741
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $829,800.00 ",3285.0,1738.0,2016.0,4.0,Two Story,2.0,1.0,0.69,1.0,1.0,0.0,0.0,866.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,75.0,0.0,,690000.0,2025-01-09,0.0,Residential,15.0,690000.0,13.444446876573442,8.09712193091871,28.055190538764784,0.328515111695138,7.818659658344283,686898.3164798355
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $829,800.00 ",3285.0,1738.0,2016.0,4.0,Two Story,2.0,1.0,0.69,1.0,1.0,0.0,0.0,866.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,75.0,0.0,,605000.0,2023-04-28,0.0,Residential,15.0,605000.0,13.312983737012978,8.09712193091871,15.768725361366622,0.0,0.0,629464.6651619629
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $829,800.00 ",3285.0,1738.0,2016.0,4.0,Two Story,2.0,1.0,0.69,1.0,1.0,0.0,0.0,866.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,75.0,0.0,,690000.0,2025-01-09,0.0,Land Sales,15.0,690000.0,13.444446876573442,8.09712193091871,28.055190538764784,0.328515111695138,7.818659658344283,696742.1792191479
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $829,800.00 ",3285.0,1738.0,2016.0,4.0,Two Story,2.0,1.0,0.69,1.0,1.0,0.0,0.0,866.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,75.0,0.0,,605000.0,2023-04-28,0.0,Land Sales,15.0,605000.0,13.312983737012978,8.09712193091871,15.768725361366622,0.0,0.0,654029.1992608807
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $998,773.00 ",3327.0,1887.0,2014.0,4.5,Two Story,2.0,1.0,0.75,1.0,1.0,0.0,0.0,1011.0,4.0,1.0,1750.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,609000.0,2025-05-28,0.0,Residential,19.0,609000.0,13.319573546692034,8.109826276018477,28.055190538764784,0.328515111695138,12.3850197109067,607329.8434782245
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $998,773.00 ",3327.0,1887.0,2014.0,4.5,Two Story,2.0,1.0,0.75,1.0,1.0,0.0,0.0,1011.0,4.0,1.0,1750.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,609000.0,2025-05-28,0.0,Land Sales,19.0,609000.0,13.319573546692034,8.109826276018477,28.055190538764784,0.328515111695138,12.3850197109067,612620.3680108602
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $567,457.00 ",1590.0,1574.0,2017.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,661.0,3.0,,,,,,,,,,,,,,,,,540000.0,2025-03-04,0.0,Residential,13.0,540000.0,13.199324418540456,7.371489295214277,28.055190538764784,0.328515111695138,9.592641261498029,537940.0940577743
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $567,457.00 ",1590.0,1574.0,2017.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,661.0,3.0,,,,,,,,,,,,,,,,,830000.0,2024-05-31,0.0,Residential,13.0,830000.0,13.62918097977278,7.371489295214277,28.055190538764784,0.328515111695138,0.49277266754270693,823940.4157154718
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $567,457.00 ",1590.0,1574.0,2017.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,661.0,3.0,,,,,,,,,,,,,,,,,540000.0,2025-03-04,0.0,Land Sales,13.0,540000.0,13.199324418540456,7.371489295214277,28.055190538764784,0.328515111695138,9.592641261498029,544472.817129103
Single Family Res,0.61,RESIDENTIAL,V," $152,712.00 "," $567,457.00 ",1590.0,1574.0,2017.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,661.0,3.0,,,,,,,,,,,,,,,,,830000.0,2024-05-31,0.0,Land Sales,13.0,830000.0,13.62918097977278,7.371489295214277,28.055190538764784,0.328515111695138,0.49277266754270693,843230.7155257398
Single Family Res,0.81,RESIDENTIAL,V," $167,146.00 "," $858,986.00 ",3402.0,0.0,2014.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1015.0,4.0,1.0,1581.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,288.0,0.0,,738500.0,2024-05-28,0.0,Residential,19.0,738500.0,13.512376380953572,8.132118772955806,28.055190538764784,0.328515111695138,0.39421813403416556,733080.5972845524
Single Family Res,0.81,RESIDENTIAL,V," $167,146.00 "," $858,986.00 ",3402.0,0.0,2014.0,4.0,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1015.0,4.0,1.0,1581.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,288.0,0.0,,738500.0,2024-05-28,0.0,Land Sales,19.0,738500.0,13.512376380953572,8.132118772955806,28.055190538764784,0.328515111695138,0.39421813403416556,750333.6303927037
Single Family Res,0.51,RESIDENTIAL,V," $85,938.00 "," $638,046.00 ",2015.0,0.0,2022.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,783.0,3.0,,,,,,,,,,,,,,,,,545000.0,2022-05-24,0.0,Residential,4.0,545000.0,13.208541073645382,7.608374474380783,4.6320630749014455,0.0,0.0,551124.9792009351
Single Family Res,0.51,RESIDENTIAL,V," $85,938.00 "," $638,046.00 ",2015.0,0.0,2022.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,783.0,3.0,,,,,,,,,,,,,,,,,545000.0,2022-05-24,0.0,Land Sales,4.0,545000.0,13.208541073645382,7.608374474380783,4.6320630749014455,0.0,0.0,573239.834656636
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $590,178.00 ",1954.0,1954.0,2024.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,865.0,3.0,,,,,,,,,,,,,,,,,554800.0,2024-10-25,0.0,Residential,2.0,554800.0,13.226362967422814,7.577633832602728,28.055190538764784,0.328515111695138,5.321944809461235,551775.1077310604
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $590,178.00 ",1954.0,1954.0,2024.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,865.0,3.0,,,,,,,,,,,,,,,,,554800.0,2024-10-25,0.0,Land Sales,2.0,554800.0,13.226362967422814,7.577633832602728,28.055190538764784,0.328515111695138,5.321944809461235,561385.2608507054
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $486,139.00 ",1798.0,1798.0,2022.0,3.0,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,891.0,3.0,,,,,,,,,,,,,,,,,600000.0,2023-11-28,0.0,Residential,4.0,600000.0,13.304684934198283,7.494430215031565,22.798948751642573,0.0,0.0,635581.4557464756
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $486,139.00 ",1798.0,1798.0,2022.0,3.0,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,891.0,3.0,,,,,,,,,,,,,,,,,600000.0,2023-11-28,0.0,Land Sales,4.0,600000.0,13.304684934198283,7.494430215031565,22.798948751642573,0.0,0.0,659942.8221787512
Single Family Res,5.0,RESIDENTIAL,V," $183,120.00 "," $820,732.00 ",4035.0,0.0,2010.0,3.5,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1058.0,4.0,,,,,,,,,,,,,,,,,600000.0,2022-02-22,0.0,Residential,27.0,600000.0,13.304684934198283,8.302761580704049,1.6425755584756898,0.0,0.0,602124.5383366889
Single Family Res,5.0,RESIDENTIAL,V," $183,120.00 "," $820,732.00 ",4035.0,0.0,2010.0,3.5,One Story,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1058.0,4.0,,,,,,,,,,,,,,,,,600000.0,2022-02-22,0.0,Land Sales,27.0,600000.0,13.304684934198283,8.302761580704049,1.6425755584756898,0.0,0.0,626464.1222997924
Single Family Res,5.0,RESIDENTIAL,V," $166,511.00 "," $529,726.00 ",2048.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,600000.0,2022-02-22,0.0,Residential,10.0,600000.0,13.304684934198283,7.6246189861593985,1.6425755584756898,0.0,0.0,602124.5383366889
Single Family Res,5.0,RESIDENTIAL,V," $166,511.00 "," $529,726.00 ",2048.0,0.0,2018.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,462.0,2.0,,,,,,,,,,,,,,,,,600000.0,2022-02-22,0.0,Land Sales,10.0,600000.0,13.304684934198283,7.6246189861593985,1.6425755584756898,0.0,0.0,626464.1222997924
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $536,796.00 ",2237.0,0.0,2022.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,865.0,3.0,,,,,,,,,,,,,,,,,625000.0,2022-08-16,0.0,Residential,4.0,625000.0,13.345506928718539,7.71289096149013,7.391590013140604,0.0,0.0,636497.7271295666
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $536,796.00 ",2237.0,0.0,2022.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,865.0,3.0,,,,,,,,,,,,,,,,,625000.0,2022-08-16,0.0,Land Sales,4.0,625000.0,13.345506928718539,7.71289096149013,7.391590013140604,0.0,0.0,661864.3988328414
Single Family Res,0.51,RESIDENTIAL,V," $85,938.00 "," $494,843.00 ",1899.0,0.0,2022.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,830.0,3.0,,,,,,,,,,,,,,,,,495000.0,2023-01-04,0.0,Residential,4.0,495000.0,13.112313041550827,7.549082710812286,12.02365308804205,0.0,0.0,510110.0936387234
Single Family Res,0.51,RESIDENTIAL,V," $85,938.00 "," $494,843.00 ",1899.0,0.0,2022.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,830.0,3.0,,,,,,,,,,,,,,,,,495000.0,2023-01-04,0.0,Land Sales,4.0,495000.0,13.112313041550827,7.549082710812286,12.02365308804205,0.0,0.0,530205.8951595202
Single Family Res,0.51,RESIDENTIAL,V," $85,938.00 "," $498,642.00 ",1900.0,0.0,2023.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,913.0,3.0,,,,,,,,,,,,,,,,,485000.0,2024-01-09,0.0,Residential,3.0,485000.0,13.091904169919621,7.549609165154532,24.178712220762154,0.0,0.0,515576.7551917381
Single Family Res,0.51,RESIDENTIAL,V," $85,938.00 "," $498,642.00 ",1900.0,0.0,2023.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,913.0,3.0,,,,,,,,,,,,,,,,,485000.0,2024-01-09,0.0,Land Sales,3.0,485000.0,13.091904169919621,7.549609165154532,24.178712220762154,0.0,0.0,535268.1100732295
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $754,417.00 ",2483.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1008.0,4.0,,,,,,,,,,,,,,,,,798500.0,2022-02-11,0.0,Residential,5.0,798500.0,13.590490246637204,7.817222785508166,1.281208935611038,0.0,0.0,800587.5959237774
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $754,417.00 ",2483.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1008.0,4.0,,,,,,,,,,,,,,,,,599000.0,2023-05-26,0.0,Residential,5.0,599000.0,13.303016877097587,7.817222785508166,16.68856767411301,0.0,0.0,624689.0394832643
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $754,417.00 ",2483.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1008.0,4.0,,,,,,,,,,,,,,,,,798500.0,2022-02-11,0.0,Land Sales,5.0,798500.0,13.590490246637204,7.817222785508166,1.281208935611038,0.0,0.0,832978.2786243715
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $754,417.00 ",2483.0,0.0,2021.0,3.5,One Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1008.0,4.0,,,,,,,,,,,,,,,,,599000.0,2023-05-26,0.0,Land Sales,5.0,599000.0,13.303016877097587,7.817222785508166,16.68856767411301,0.0,0.0,649010.366476677
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $436,936.00 ",1368.0,0.0,2015.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,504.0,2.0,,,,,,,,,,,,,,,,,385000.0,2022-08-26,0.0,Residential,17.0,385000.0,12.86099861326992,7.221105098182496,7.720105124835742,0.0,0.0,392411.96555057465
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $436,936.00 ",1368.0,0.0,2015.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,504.0,2.0,,,,,,,,,,,,,,,,,385000.0,2023-04-07,0.0,Residential,17.0,385000.0,12.86099861326992,7.221105098182496,15.078843626806833,0.0,0.0,399862.7047446158
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $436,936.00 ",1368.0,0.0,2015.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,504.0,2.0,,,,,,,,,,,,,,,,,385000.0,2022-08-26,0.0,Land Sales,17.0,385000.0,12.86099861326992,7.221105098182496,7.720105124835742,0.0,0.0,408038.1991051334
Single Family Res,0.5,RESIDENTIAL,V," $84,949.00 "," $436,936.00 ",1368.0,0.0,2015.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,504.0,2.0,,,,,,,,,,,,,,,,,385000.0,2023-04-07,0.0,Land Sales,17.0,385000.0,12.86099861326992,7.221105098182496,15.078843626806833,0.0,0.0,415494.43056216
Single Family Res,0.52,RESIDENTIAL,V," $86,920.00 "," $637,556.00 ",1940.0,0.0,2020.0,4.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,741.0,3.0,,,,,,,,,,,,,,,,,545000.0,2022-06-03,0.0,Residential,7.0,545000.0,13.208541073645382,7.570443252057374,4.9605781865965834,0.0,0.0,551587.9470318279
Single Family Res,0.52,RESIDENTIAL,V," $86,920.00 "," $637,556.00 ",1940.0,0.0,2020.0,4.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,741.0,3.0,,,,,,,,,,,,,,,,,545000.0,2022-06-03,0.0,Land Sales,7.0,545000.0,13.208541073645382,7.570443252057374,4.9605781865965834,0.0,0.0,573703.4356230377
Single Family Res,0.58,RESIDENTIAL,V," $92,654.00 "," $371,069.00 ",1504.0,0.0,2023.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,436.0,2.0,,,,,,,,,,,,,,,,,407500.0,2024-01-17,0.0,Residential,3.0,407500.0,12.917796211663054,7.315883504509785,24.441524310118265,0.0,0.0,433481.8729703665
Single Family Res,0.58,RESIDENTIAL,V," $92,654.00 "," $371,069.00 ",1504.0,0.0,2023.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,436.0,2.0,,,,,,,,,,,,,,,,,407500.0,2024-01-17,0.0,Land Sales,3.0,407500.0,12.917796211663054,7.315883504509785,24.441524310118265,0.0,0.0,450026.5281775022
Single Family Res,0.72,RESIDENTIAL,V," $105,147.00 "," $571,429.00 ",1819.0,0.0,2016.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,905.0,4.0,,,,,,,,,,,,,,,,,465000.0,2025-07-29,0.0,Residential,15.0,465000.0,13.049792684569493,7.506042178518122,28.055190538764784,0.328515111695138,14.421813403416557,464088.755095261
Single Family Res,0.72,RESIDENTIAL,V," $105,147.00 "," $571,429.00 ",1819.0,0.0,2016.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,905.0,4.0,,,,,,,,,,,,,,,,,465000.0,2025-07-29,0.0,Land Sales,15.0,465000.0,13.049792684569493,7.506042178518122,28.055190538764784,0.328515111695138,14.421813403416557,466972.8419673502
Single Family Res,0.59,RESIDENTIAL,V," $67,382.00 "," $558,248.00 ",1423.0,1423.0,2017.0,3.5,One Story,2.0,0.0,0.15,1.0,1.0,0.0,0.0,640.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,139.0,0.0,,536500.0,2022-04-28,0.0,Residential,13.0,536500.0,13.19282184105289,7.260522598089852,3.7779237844940865,0.0,0.0,541346.2986167817
Single Family Res,0.59,RESIDENTIAL,V," $67,382.00 "," $558,248.00 ",1423.0,1423.0,2017.0,3.5,One Story,2.0,0.0,0.15,1.0,1.0,0.0,0.0,640.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,139.0,0.0,,536500.0,2022-04-28,0.0,Land Sales,13.0,536500.0,13.19282184105289,7.260522598089852,3.7779237844940865,0.0,0.0,563114.5587624041
Single Family Res,0.3,RESIDENTIAL,V," $83,543.00 "," $571,583.00 ",1797.0,1797.0,2021.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,902.0,4.0,,,,,,,,,,,,,,,,,609000.0,2025-11-05,0.0,Residential,5.0,609000.0,13.319573546692034,7.493873886783559,28.055190538764784,0.328515111695138,17.67411300919842,608568.5526739624
Single Family Res,0.3,RESIDENTIAL,V," $83,543.00 "," $571,583.00 ",1797.0,1797.0,2021.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,902.0,4.0,,,,,,,,,,,,,,,,,609000.0,2025-11-05,0.0,Residential,5.0,609000.0,13.319573546692034,7.493873886783559,28.055190538764784,0.328515111695138,17.67411300919842,608568.5526739624
Single Family Res,0.3,RESIDENTIAL,V," $83,543.00 "," $571,583.00 ",1797.0,1797.0,2021.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,902.0,4.0,,,,,,,,,,,,,,,,,609000.0,2025-11-05,0.0,Land Sales,5.0,609000.0,13.319573546692034,7.493873886783559,28.055190538764784,0.328515111695138,17.67411300919842,609932.2351972427
Single Family Res,0.3,RESIDENTIAL,V," $83,543.00 "," $571,583.00 ",1797.0,1797.0,2021.0,3.5,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,902.0,4.0,,,,,,,,,,,,,,,,,609000.0,2025-11-05,0.0,Land Sales,5.0,609000.0,13.319573546692034,7.493873886783559,28.055190538764784,0.328515111695138,17.67411300919842,609932.2351972427
Single Family Res,0.39,RESIDENTIAL,V," $105,317.00 "," $472,516.00 ",2485.0,0.0,2019.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,805.0,3.0,,,,,,,,,,,,,,,,,495000.0,2023-09-08,0.0,Residential,8.0,495000.0,13.112313041550827,7.818027938530729,20.13797634691196,0.0,0.0,520800.4141764936
